"","x"
"1336","A Kozbelt"
"1337","M Graham"
"1338","I Rifkin"
"1339","S Gamard"
"1340","I Arroyo"
"1341","K Patel"
"1342","K Matsuda"
"1343","T Seymour"
"1344","J Kerlin"
"1345","A Kurtz"
"1346","J Son"
"1347","S Gokcesu"
"1348","C Beal"
"1349","K Klein"
"1350","K Addis"
"1351","M Kahana"
"1352","K Nakamoto"
"1353","C Sifonis"
"1354","F Chen"
"1355","D Bommarito"
"1356","T Lombrozo"
"1357","S Carey"
"1358","J Gobert"
"1359","D Skelton"
"1360","K Christy"
"1361","L Blaha"
"1362","R Thomas"
"1363","R Fiorentino"
"1364","C Ayala"
"1365","D Francschetti"
"1366","A Adcock"
"1367","G Giguere"
"1368","G Lacroix"
"1369","S Larochelle"
"1370","K Maddox"
"1371","D Rapp"
"1372","H Taylor"
"1373","M Canham"
"1374","N Shimozawa"
"1375","C Laloyaux"
"1376","C Schmitt"
"1377","E Anderson"
"1378","J Florack"
"1379","M McGlone"
"1380","H Bortfeld"
"1381","F Subiaul"
"1382","H Lurie"
"1383","K Romansky"
"1384","D Holmes"
"1385","T Klein"
"1386","R Holloway"
"1387","H Terrace"
"1388","P Chung"
"1389","S Egan"
"1390","J Garcia-Madruga"
"1391","L Hedman"
"1392","P Anderson"
"1393","P Strom"
"1394","A Kjellin"
"1395","L Sarno"
"1396","T Wredmark"
"1397","L Fellander-Tsai"
"1398","J Fleck"
"1399","R Weisberg"
"1400","E Trusova"
"1401","K Ishii"
"1402","S Kitayama"
"1403","M Johansen"
"1404","H Ramsawh"
"1405","C Harris"
"1406","D Grodner"
"1407","S Helie"
"1408","L Romero"
"1409","A Friedrich"
"1410","D Brumby"
"1411","E Dolan"
"1412","C Sauder"
"1413","A Wingfield"
"1414","B Christensen"
"1415","B Williams"
"1416","O Blajenkova"
"1417","M Kozhevnikov"
"1418","R Anderson"
"1419","M Doherty"
"1420","K Lie"
"1421","P Horwitz"
"1422","B Tinker"
"1423","B Buckley"
"1424","U Wilensky"
"1425","C Dede"
"1426","P Sederberg"
"1427","J Madsen"
"1428","J Fan"
"1429","L Jones"
"1430","B Eiter"
"1431","A Inhoff"
"1432","C Krachun"
"1433","D Kamawar"
"1434","L Winship"
"1435","N Stillings"
"1436","C Werner"
"1437","R John"
"1438","Y Kushleyeva"
"1439","J Kwasny"
"1440","Y Miyake"
"1441","S Li"
"1442","C Myers"
"1443","C Cohen"
"1444","M Kehner"
"1445","D Montello"
"1446","E Chrysikou"
"1447","M Wettler"
"1448","P Seidensticker"
"1449","M Taube-Schiff"
"1450","N Segalowitz"
"1451","F Dogan"
"1452","C Tobon"
"1453","I O'Brien"
"1454","L Baraff"
"1455","J Coley"
"1456","Y Yoshimura"
"1457","T Watkins"
"1458","W Chung"
"1459","A Preece"
"1460","J Bond-Robinson"
"1461","H Yen"
"1462","H Muller"
"1463","J Schuh"
"1464","B Clark"
"1465","E Bratt"
"1466","K Schultz"
"1467","D Mendonca"
"1468","W Wallace"
"1469","M Tscholl"
"1470","J Dowell"
"1471","G Harman"
"1472","S Kulkarni"
"1473","I Levinstein"
"1474","K Millis"
"1475","J Magliano"
"1476","B Eugenio"
"1477","X Lu"
"1478","P Grim"
"1479","P Denis"
"1480","T Kokalis"
"1481","P Sedlmeier"
"1482","M Zheng"
"1483","W Richards"
"1484","S Seung"
"1485","R Giere"
"1486","W Clancey"
"1487","A Shapiro"
"1488","D Niederhauser"
"1489","E Hutchins"
"1490","M Tomasello"
"1491","F Ferreira"
"1492","E Stabler"
"1493","B Webber"
"1494","L Neal"
"1495","D Anastasi"
"1496","A Abrahamsen"
"1497","W Bechtel"
"1498","P Bradley"
"1499","C Craver"
"1500","K Rayner"
"1501","J Kolonder"
"1502","A"
"1503","C Ronald"
"1504","K Elizabeth"
"1505","T M."
"1506","G Marcus"
"1507","J Kangasoja"
"1508","A Utsumi"
"1509","B Balas"
"1510","J Tenebaum"
"1511","E Schofield"
"1512","E Fedorenko"
"1513","E Gibson"
"1514","D Rohde"
"1515","B Jee"
"1516","Y Yu"
"1517","J Philips"
"1518","D Sibley"
"1519","P Yaner"
"1520","A Hostetter"
"1521","N Dumay"
"1522","X Feng"
"1523","A Perfors"
"1524","T O'Reilly"
"1525","R Best"
"1526","A Bohan"
"1527","J Lany"
"1528","A Suzuki"
"1529","S Shibui"
"1530","K Shigemasu"
"1531","D Kim"
"1532","M Rowe"
"1533","W Philips"
"1534","J Greene"
"1535","S Goswami"
"1536","S Bocanegra-Thiel"
"1537","I Santiago-Diaz"
"1538","O Fotokopoulu"
"1539","R Pita"
"1540","D Gil"
"1541","J Taylor"
"1542","L Mazlack"
"1543","c Myers"
"1544","J Rambusch"
"1545","A Nestor"
"1546","A Olivia"
"1547","M Mack"
"1548","M Shrestha"
"1549","A Peeper"
"1550","M Godfroy"
"1551","C Roumes"
"1552","S Kriz"
"1553","S Stromsten"
"1554","M Blair"
"1555","T Pachur"
"1556","J Rieskamp"
"1557","R Hertwig"
"1558","E Lulis"
"1559","J Michael"
"1560","K Diessaert"
"1561","G d'Ydewall"
"1562","A Dieckmann"
"1563","R Lewis"
"1564","M McCurdy"
"1565","G Bennardo"
"1566","M Cowley"
"1567","T Fossum"
"1568","S Haller"
"1569","P Hristova"
"1570","G Petkov"
"1571","C Havasi"
"1572","C Sims"
"1573","V Veksler"
"1574","B Garsoffky"
"1575","S Schwan"
"1576","J Lacroix"
"1577","J Murre"
"1578","E Postma"
"1579","H Herik"
"1580","G Pezzulo"
"1581","G Calvi"
"1582","G Denhiere"
"1583","B Lemaire"
"1584","J Hancock"
"1585","L Curry"
"1586","S Goorha"
"1587","M Woodworth"
"1588","J Loewenstein"
"1589","T MacLeod"
"1590","S Schnall"
"1591","G Clore"
"1592","C Ray"
"1593","A Brownstein"
"1594","E Lynch"
"1595","U Baldewein"
"1596","T Schultz"
"1597","A Vogel"
"1598","O Gurevich"
"1599","Y Ozuru"
"1600","H Svensson"
"1601","R Hausmann"
"1602","M Roy"
"1603","S Drioli"
"1604","G Gunzelman"
"1605","A Kittur"
"1606","H"
"1607","K J."
"1608","K Essig"
"1609","H Ritter"
"1610","R Reisezein"
"1611","S Thalemann"
"1612","O Boukrina"
"1613","L Colle"
"1614","R Angeleri"
"1615","I Enrici"
"1616","G Bo"
"1617","M Sohn"
"1618","Y Qin"
"1619","C Carter"
"1620","K Cummings"
"1621","D Shapiro"
"1622","R Roscoe"
"1623","C Byrne"
"1624","G Yelland"
"1625","R Grimes-Maguire"
"1626","S Dantzig"
"1627","J Kaminski"
"1628","A Heckler"
"1629","L Horsten"
"1630","K Do"
"1631","J Park"
"1632","B Tran"
"1633","C Joyce"
"1634","G Rinkus"
"1635","J Rutstein"
"1636","A Weber"
"1637","G Paris"
"1638","S Yokochi"
"1639","S Wu"
"1640","H Pashler"
"1641","D Appel"
"1642","A Shon"
"1643","D Grimes"
"1644","C Baker"
"1645","R Rao"
"1646","D Mendonça"
"1647","A Majid"
"1648","M Staden"
"1649","J Boster"
"1650","M Bowerman"
"1651","C Guss"
"1652","E Glencross"
"1653","T Tauson"
"1654","L Summerlin"
"1655","F Richard"
"1656","N Cassimatis"
"1657","S Kinoshita"
"1658","C Davis"
"1659","C Wunderink"
"1660","S Argamon"
"1661","J Dodick"
"1662","E Baraff"
"1663","D Bartels"
"1664","J Leclerc"
"1665","L Doumas"
"1666","D Bodemer"
"1667","M Sydow"
"1668","D Bugmann"
"1669","E Charles"
"1670","S D'Apollonia"
"1671","D Goede"
"1672","F Wester"
"1673","D Ouden"
"1674","R Bastiaanse"
"1675","L Shapiro"
"1676","D Swinney"
"1677","R Nappa"
"1678","D January"
"1679","T Tsuzuki"
"1680","G Sinclair"
"1681","B Devereux"
"1682","E May"
"1683","N Maw"
"1684","G Biswas"
"1685","K Leelawong"
"1686","K Belynne"
"1687","K Viswanath"
"1688","N Vye"
"1689","D Schwartz"
"1690","J Davis"
"1691","A Proctor"
"1692","M Dickey"
"1693","F Cummins"
"1694","B Beltz"
"1695","A Laakso"
"1696","J Mercier"
"1697","C Frederiksen"
"1698","T O'Connor"
"1699","M Welsh"
"1700","M Walji"
"1701","J Brixe"
"1702","K Johnson-Throop"
"1703","M Howe"
"1704","H Parshler"
"1705","Y Uchida"
"1706","K Izumi"
"1707","Y Ito"
"1708","N Lee"
"1709","M Kaushanskaya"
"1710","V Marian"
"1711","M Wood"
"1712","J Leong"
"1713","J Bryson"
"1714","J Spiegel"
"1715","J Hupp"
"1716","P Culicover"
"1717","L Zhang"
"1718","S Hidaka"
"1719","J Saiki"
"1720","H Kloos"
"1721","K Barnard"
"1722","J Faelnar"
"1723","J Wittwer"
"1724","M Nuckles"
"1725","C Winkelholz"
"1726","C Schlick"
"1727","M Brutting"
"1728","C Green"
"1729","L Thompson"
"1730","M Webb"
"1731","E Horvitz"
"1732","P Koch"
"1733","F Huettig"
"1734","P Quinlan"
"1735","P McCarthy"
"1736","T Verbeemen"
"1737","G Stroms"
"1738","T Verguts"
"1739","E Gernaat"
"1740","L Richland"
"1741","S Epstein"
"1742","T Ligori"
"1743","K Bhatt"
"1744","T Keller"
"1745","S Chandrasekharan"
"1746","T Stewart"
"1747","C Nemeth"
"1748","R Cook"
"1749","L Reder"
"1750","B Demiral"
"1751","G Vigliocco"
"1752","D Vinson"
"1753","F Paganelli"
"1754","J Morita"
"1755","K Ishibashi"
"1756","E Ameel"
"1757","G Storms"
"1758","B Malt"
"1759","M Waldermann"
"1760","M Burigo"
"1761","G Rosenberg"
"1762","M Anderson"
"1763","S Hockema"
"1764","T Chen"
"1765","G Dell"
"1766","J Chen"
"1767","L Kaczmarczyk"
"1768","R Miikkulainen"
"1769","D Medler"
"1770","C Piercey"
"1771","K Thomas"
"1772","S Newstead"
"1773","D Leake"
"1774","A Maguitman"
"1775","T Reichherzer"
"1776","A Melinger"
"1777","S Kita"
"1778","P Raymont"
"1779","A Gatti"
"1780","A Laurent"
"1781","B Bouchon-Meunier"
"1782","M Geal-Dor"
"1783","H Babkoff"
"1784","M Watson"
"1785","S Schimke"
"1786","L Ferres"
"1787","C Bellissens"
"1788","G Denhière"
"1789","M Keehner"
"1790","S Kim"
"1791","F Morales"
"1792","E Reichle"
"1793","B Pederson"
"1794","L Ellett"
"1795","S Lea"
"1796","F Johnson"
"1797","S Shapiro"
"1798","J Corredor"
"1799","C Monk"
"1800","S Taneva"
"1801","K Swallow"
"1802","S Todaro"
"1803","C Kurby"
"1804","J Finley"
"1805","R Bjork"
"1806","L Carlson"
"1807","T Reiger"
"1808","W Lopez"
"1809","J Lynch"
"1810","E Poljac"
"1811","A Haan"
"1812","G Galen"
"1813","V Prabhakaran"
"1814","S Raman"
"1815","M Grunwald"
"1816","A Mahadevia"
"1817","J Werner"
"1818","L Philipose"
"1819","N Hussain"
"1820","H Alphs"
"1821","P Sun"
"1822","H Lu"
"1823","B Biswal"
"1824","B Rypma"
"1825","P Zijl"
"1826","A Hillis"
"1827","B Motz"
"1828","R Núñez"
"1829","M Lima"
"1830","W Kinstich"
"1831","P Mangalath"
"1832","T Toza"
"1833","A Kirlik"
"1834","S Bawa"
"1835","C Dodson"
"1836","G Bradshaw"
"1837","C Bell"
"1838","J Giesen"
"1839","L Atkins"
"1840","J Goldberg"
"1841","J Chariker"
"1842","J Pani"
"1843","R Fell"
"1844","E Clokely"
"1845","R Roring"
"1846","W Gaissmaier"
"1847","R Mata"
"1848","M YIP"
"1849","R Vitral"
"1850","2 CNPq"
"1851","D Mirman"
"1852","L Holt"
"1853","S Bialkova"
"1854","B Lee"
"1855","T Busey"
"1856","J Vanderkolk"
"1857","B Wyk"
"1858","A Criss"
"1859","L Galescu"
"1860","A Wilke"
"1861","J Hutchinson"
"1862","D Peluso"
"1863","D Harris-Thompson"
"1864","A Wayment"
"1865","P Andersson"
"1866","L Enchossen"
"1867","P Ström"
"1868","B Westman"
"1869","L Felländer-Tsai"
"1870","H Murakami"
"1871","P Maguire"
"1872","A Cater"
"1873","Y Huang"
"1874","K Ehrlich"
"1875","W Rapaport"
"1876","J Dockrell"
"1877","A Stucky"
"1878","H Komeda"
"1879","T KUSUMI"
"1880","N Mathieu"
"1881","T Brunye"
"1882","E Gonzalez"
"1883","X Zhao"
"1884","M Nederhouser"
"1885","J Ryu"
"1886","J Chun"
"1887","H Hwang"
"1888","L Silverman"
"1889","N Fouquet"
"1890","D Shanks"
"1891","P Gomez"
"1892","T Hinojosa"
"1893","J Nam"
"1894","M Moist"
"1895","L Ruddek"
"1896","J Bernazzoli"
"1897","S Fedder"
"1898","N Lang"
"1899","A Stoehr"
"1900","L O'Donnell"
"1901","M Baum"
"1902","S Caldwell"
"1903","A Sheya"
"1904","R Hanania"
"1905","H Demir"
"1906","M Finlayson"
"1907","P Winston"
"1908","E Kawasaki"
"1909","J Wales"
"1910","K Ashenfelter"
"1911","S Finley"
"1912","M Miyake"
"1913","H Akama"
"1914","H Izumori"
"1915","J Clifford"
"1916","S Shin"
"1917","A Borovsky"
"1918","F Schmalhofer"
"1919","M Raabe"
"1920","U Friese"
"1921","K Pietruska"
"1922","R Rutschmann"
"1923","J Ball"
"1924","T kusumi"
"1925","M Wege"
"1926","E Ragatz"
"1927","R Dowell"
"1928","R Sappington"
"1929","S Smith"
"1930","R Hull"
"1931","R Harris"
"1932","T Weatherholt"
"1933","C Clement"
"1934","T Emura"
"1935","M Stadtler"
"1936","R Bromme"
"1937","N Speer"
"1938","J Reynolds"
"1939","T Smith"
"1940","L Larkey"
"1941","L Narvaez"
"1942","Y Durmysheva"
"1943","S Proctor"
"1944","P Bartshe"
"1945","D Melcher"
"1946","Z Vidnyanszky"
"1947","W Troob"
"1948","V Simmering"
"1949","K MATSUDA"
"1950","S Sullivan"
"1951","A Lotto"
"1952","R Diehl"
"1953","T Kasai"
"1954","T Kumada"
"1955","M Guhe"
"1956","Q Ji"
"1957","S Deyne"
"1958","M Appelbaum"
"1959","J Schultheiss"
"1960","J Banzon"
"1961","T KOJIMA"
"1962","D Landy"
"1963","C Zimmerman"
"1964","R Tobin"
"1965","A Cossey"
"1966","J Price"
"1967","A Toskos"
"1968","T Greenbag"
"1969","J Kilpatrick"
"1970","M Bickhard"
"1971","A Jones"
"1972","S Kelly"
"1973","C Kravitz"
"1974","R Nunez"
"1975","G Miller"
"1976","C Fillmore"
"1977","M Palmer"
"1978","D Lenat"
"1979","P Hayes"
"1980","J DeVilliers"
"1981","J Lucy"
"1982","K Paller"
"1983","P Reber"
"1984","M Jung-Beeman"
"1985","A Ortony"
"1986","A Aliseda"
"1987","T Addis"
"1988","D Gooding"
"1989","J Woods"
"1990","D Gabbay"
"1991","J Meheus"
"1992","M Sintonen"
"1993","S Paavola"
"1994","S Duncan"
"1995","A Franklin"
"1996","F Parrill"
"1997","H Welji"
"1998","I Kimbara"
"1999","R Webb"
"2000","B Bredeweg"
"2001","P Struss"
"2002","B Sherin"
"2003","J Cassell"
"2004","C Gagne"
"2005","W Zachary"
"2006","M Szczepkowski"
"2007","M Grinberg"
"2008","E Hristova"
"2009","J Gottlieb"
"2010","P Hemeren"
"2011","A Lovett"
"2012","E Tomai"
"2013","J Usher"
"2014","H Neilens"
"2015","S Kalyuga"
"2016","T Strauss"
"2017","T Seipone"
"2018","P Dessus"
"2019","B Lamaire"
"2020","S Mandin"
"2021","M Palmonari"
"2022","A Rizzo"
"2023","V Cestari"
"2024","A Lucidi"
"2025","L Pieroni"
"2026","C Rossi-Arnaud"
"2027","J Kulvicki"
"2028","M Fleischman"
"2029","D Roy"
"2030","P Tabossi"
"2031","L Tagliapietra"
"2032","N Nawa"
"2033","K Shimohara"
"2034","S Grunewalder"
"2035","K Obermayer"
"2036","T Zalla"
"2037","I Juvina"
"2038","P Karbor"
"2039","B Pauw"
"2040","H oostendorp"
"2041","T Hickey"
"2042","R Mihalcea"
"2043","C Strapparava"
"2044","B Meder"
"2045","C Ramshaw"
"2046","S Pinker"
"2047","C Caneva"
"2048","A Greco"
"2049","S Levin"
"2050","K Dempsey"
"2051","J Sayroo"
"2052","M Kalish"
"2053","M Inuzuka"
"2054","I Cutica"
"2055","J Bao"
"2056","C Meini"
"2057","A Paternoster"
"2058","M Murray"
"2059","A Herzig"
"2060","I Skopeliti"
"2061","S Vosniadou"
"2062","K Holmqvist"
"2063","J Holsanova"
"2064","R Johansson"
"2065","P Kay"
"2066","M Rotondo"
"2067","E Lalumera"
"2068","M Upal"
"2069","W Mao"
"2070","B Martinovski"
"2071","D Alleysson"
"2072","N Guyader"
"2073","C Marendaz"
"2074","P Vuilleumier"
"2075","D Kenny"
"2076","A Kruglanski"
"2077","S Livi"
"2078","L Mannetti"
"2079","A Pierro"
"2080","E Howard"
"2081","S Waxman"
"2082","S Cowley"
"2083","S Itakura"
"2084","K MacDorman"
"2085","T Minato"
"2086","M Shimada"
"2087","B Kaup"
"2088","J Ludtke"
"2089","R Zwaan"
"2090","H Rojas-Anaya"
"2091","S Benus"
"2092","A Gafos"
"2093","C Hayes"
"2094","L Bennetto"
"2095","C Cacciari"
"2096","P Corradini"
"2097","S Packard"
"2098","R Padovani"
"2099","E Aarle"
"2100","M Huff"
"2101","C Seaton"
"2102","A Vitkin"
"2103","J Yopchick"
"2104","F Gagliardi"
"2105","R Jucks"
"2106","A Runde"
"2107","S Sprenger"
"2108","H Rijn"
"2109","G Brown"
"2110","J Qian"
"2111","F Garzon"
"2112","A Bangerter"
"2113","K Lockwood"
"2114","A Ganjoo"
"2115","B Hutchinson"
"2116","D Kirsh"
"2117","T Kriete"
"2118","T Enkvist"
"2119","B Newell"
"2120","M Tseng"
"2121","R Baiocco"
"2122","A Couyoumdjian"
"2123","C Miglio"
"2124","S D'Mello"
"2125","U Ramamurthy"
"2126","N Nguyen"
"2127","B Claus"
"2128","S Kelter"
"2129","T Cherigovskaya"
"2130","N Ruh"
"2131","C Große"
"2132","A Bacon"
"2133","R Rajapakse"
"2134","N Kohn"
"2135","A Haque"
"2136","E Livesey"
"2137","L Pearson"
"2138","C Luhman"
"2139","M Dry"
"2140","A Caramazza"
"2141","B Fierro"
"2142","C Finocchiaro"
"2143","V Boucher"
"2144","A Gilbert"
"2145","S Schwartz"
"2146","A Assche"
"2147","D Vansteenwegen"
"2148","E Stupple"
"2149","S Rogers"
"2150","S Lozano"
"2151","H Bowman"
"2152","B Wyble"
"2153","A Pietarinen"
"2154","J Adelman"
"2155","M Kapur"
"2156","C Kinzer"
"2157","J Voiklis"
"2158","W Belle"
"2159","S Verbugge"
"2160","H Murai"
"2161","A Toksumi"
"2162","R Bao"
"2163","A Seigneuric"
"2164","E Spinelli"
"2165","M Hoen"
"2166","C Jacquier"
"2167","A Rouibah"
"2168","R Hammer"
"2169","T Hertz"
"2170","S Hochstein"
"2171","D Weinshall"
"2172","M Bachman"
"2173","T Famgmeier"
"2174","C Ruff"
"2175","S Bourgeois-Gironde"
"2176","I Naveh"
"2177","C Forkstam"
"2178","P Grenholm"
"2179","K Petersson"
"2180","M Rhemtulla"
"2181","C Heintz"
"2182","J Anglim"
"2183","J Langan-Fox"
"2184","N Mahdavi"
"2185","I Stoianov"
"2186","C Umilta"
"2187","M Zorzi"
"2188","M Clair"
"2189","T Vickery"
"2190","B Nebel"
"2191","M Ragni"
"2192","N Ritt"
"2193","G Villejoubert"
"2194","B Best"
"2195","B Hayes"
"2196","C Mitchell"
"2197","T Hilbert"
"2198","D Basso"
"2199","P Bisiacchi"
"2200","S Cutini"
"2201","A Ferdinando"
"2202","J Sainz"
"2203","A Smith"
"2204","A Sohrabi"
"2205","R Klimbanoff"
"2206","C Becchio"
"2207","C Bertone"
"2208","R Tuomela"
"2209","J Opfer"
"2210","R Siegler"
"2211","C Hanson"
"2212","S Hanson"
"2213","B Pincombe"
"2214","M Buechner"
"2215","S McGregor"
"2216","K Katsikopoulos"
"2217","T Farmer"
"2218","K Kemtes"
"2219","K Sakamoto"
"2220","A Terai"
"2221","S Cardetti"
"2222","G Carpegna"
"2223","N Ferrato"
"2224","G Luxardi"
"2225","D Masante"
"2226","R Oztuzzi"
"2227","M Pozzato"
"2228","G Ruggiero"
"2229","S Sassaroli"
"2230","P Todisco"
"2231","P Vallauri"
"2232","P Vinai"
"2233","L Collet"
"2234","C Grataloup"
"2235","F Pellegrino"
"2236","E Veuillet"
"2237","A Baker"
"2238","D Dinges"
"2239","R O'Connor"
"2240","H Dongen"
"2241","A Cheshire"
"2242","C Lewis"
"2243","C Wilimzig"
"2244","M Rutlegde-Taylor"
"2245","J Beule"
"2246","B Vylder"
"2247","N Abdullah"
"2248","S Cerri"
"2249","T Chan"
"2250","D Ferrari"
"2251","J Sommerville"
"2252","K Wheeler"
"2253","C Rieth"
"2254","H Gust"
"2255","K Kuhnberger"
"2256","B Aczel"
"2257","D Gonci"
"2258","H Cruz"
"2259","M Linn"
"2260","A Setti"
"2261","E Heit"
"2262","C Rotello"
"2263","H Tabachneck-Schijf"
"2264","C Nimwegen"
"2265","S Folker"
"2266","L Sichelschmidt"
"2267","B Adebiyi"
"2268","K Belyenne"
"2269","E Carbone"
"2270","C Alacaci"
"2271","A Pasztor"
"2272","K Berthold"
"2273","G Jahn"
"2274","F Chevaux"
"2275","J Franck"
"2276","U Frauenfelder"
"2277","F Meunir"
"2278","H Atsumori"
"2279","M Kato"
"2280","H Kawaguchi"
"2281","Y Konishi"
"2282","M Kuriyama"
"2283","T Sasaki"
"2284","A Gupta"
"2285","P Bosch"
"2286","K Hugdahl"
"2287","M Noort"
"2288","R Budiu"
"2289","O Benga"
"2290","L Petra"
"2291","I Inca"
"2292","I Frank"
"2293","F Koeman"
"2294","A Alphen"
"2295","R McLaren"
"2296","M Tachi"
"2297","M Phillips"
"2298","R Phaf"
"2299","M Rotteveel"
"2300","R Wendte"
"2301","D Dickison"
"2302","M Daniel"
"2303","J Ding"
"2304","M Gattis"
"2305","A D'Angiulli"
"2306","A Reeves"
"2307","P Chase"
"2308","P Shafto"
"2309","T Payton"
"2310","A Penney"
"2311","F Vallee-Tourangeau"
"2312","L Corazzini"
"2313","G Geminiani"
"2314","M Gionco"
"2315","L Pia"
"2316","M Tamietto"
"2317","M Zettin"
"2318","N Yu"
"2319","A Bernstein"
"2320","A Braun"
"2321","K Marton"
"2322","R Schwartz"
"2323","P Broadhurst"
"2324","U Czienskowi"
"2325","R Garcia-Retamero"
"2326","J Meehan"
"2327","J Minda"
"2328","A Ali"
"2329","M Ingleby"
"2330","M Casarotti"
"2331","C Hulme"
"2332","L Peshkin"
"2333","V Savova"
"2334","L Gerken"
"2335","B Ons"
"2336","W Vanpaemel"
"2337","K Christou"
"2338","S Erevelles"
"2339","N Fukawa"
"2340","W Mason"
"2341","S Elqayam"
"2342","B Bazzanella"
"2343","P Bouquet"
"2344","M Warglien"
"2345","K vanLehn"
"2346","D Nakazawa"
"2347","T Alexopoulou"
"2348","M Ikeda"
"2349","T Ishigaki"
"2350","S Iwano"
"2351","T Kitasaka"
"2352","K Mori"
"2353","Y Suenaga"
"2354","P Hendricks"
"2355","L Mol"
"2356","R Vebrugge"
"2357","P knoeferle"
"2358","A Maye"
"2359","N Katsos"
"2360","J Williams"
"2361","L Ioannidou"
"2362","S Walde"
"2363","M Tawney"
"2364","P Bello"
"2365","C Papagno"
"2366","M Alač"
"2367","W Huang"
"2368","A Gangemi"
"2369","F Mancini"
"2370","L Arbabanelle"
"2371","M Bernasconi"
"2372","C Chorait"
"2373","R Seri"
"2374","A Abreu"
"2375","D Annaz"
"2376","S Schonen"
"2377","A Carassa"
"2378","F Morganti"
"2379","M Tirassa"
"2380","A Chu"
"2381","R Heredia"
"2382","J Vaid"
"2383","T Ward"
"2384","M mayberry"
"2385","J Griego"
"2386","C Kabisch"
"2387","C Muhl"
"2388","D Yeh"
"2389","M Hasegawa"
"2390","H Murohashi"
"2391","R Sawaki"
"2392","W Maddox"
"2393","R Hu"
"2394","E Johnstone"
"2395","B Lake"
"2396","A Reifers"
"2397","F Ritter"
"2398","I Schenck"
"2399","A Alishahi"
"2400","S Stevenson"
"2401","M Heilman"
"2402","C Heyes"
"2403","D Dufty"
"2404","C Hempelmann"
"2405","C Krause"
"2406","S Nowson"
"2407","C Eliasmith"
"2408","A Almuhareb"
"2409","M Poesio"
"2410","T Meilinger"
"2411","R Frozza"
"2412","A Mainieri"
"2413","K Molz"
"2414","J Schreiber"
"2415","R Schwonke"
"2416","G Bannardo"
"2417","J Asmuth"
"2418","P Kallioinen"
"2419","S Sikstrom"
"2420","S Attardo"
"2421","H Saalbach"
"2422","H Negishi"
"2423","C Bonfigliolo"
"2424","L Lugli"
"2425","R Nicoletti"
"2426","P Ricciardelli"
"2427","S Rubichi"
"2428","J Guo"
"2429","S Ju"
"2430","J Zheng"
"2431","Y Zhao"
"2432","K Eng"
"2433","I Tollinger"
"2434","P Corballis"
"2435","K Czechowski"
"2436","R Mappus"
"2437","J Thivierge"
"2438","D Titone"
"2439","J Garcia-madruga"
"2440","S Moreno-Rios"
"2441","K Gallagher"
"2442","J Matheny"
"2443","P Sinha"
"2444","J Phillips"
"2445","E Lucas"
"2446","P Philips"
"2447","G Vigilocco"
"2448","J Richard"
"2449","M Srinivasan"
"2450","M Umali"
"2451","H Blumenfeld"
"2452","H Mercier"
"2453","S Chrisite"
"2454","J Colhouna"
"2455","A Antonietti"
"2456","B Colombo"
"2457","G Tsiotas"
"2458","T Ionescu"
"2459","C O'Hanlon"
"2460","D Roberson"
"2461","C Heath"
"2462","C Kupper-Tetzel"
"2463","J Broekens"
"2464","P Healy"
"2465","I Leuder"
"2466","R McCabe"
"2467","M Daum"
"2468","A Frick"
"2469","F Mast"
"2470","S Walser"
"2471","M Ciaramita"
